number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_horizon,params_lags,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_rolling_window,params_subsample,params_use_all_stats,params_use_fourier,params_use_holidays,state
74,0.17094192713147272,2025-08-26 00:26:04.394724,2025-08-26 00:26:05.706120,0 days 00:00:01.311396,0.750253603793663,1,"(1, 2, 3, 4, 5)",0.0146647405141044,9,0.31993954893328375,466,1.0400265090109924,69.78866588014927,"(3, 6)",0.9539779707849138,True,True,True,COMPLETE
75,0.18027463926432707,2025-08-26 00:26:05.706477,2025-08-26 00:26:07.247334,0 days 00:00:01.540857,0.7500710980646627,1,"(1, 2, 3, 4, 5)",0.014532563668897608,10,0.319943049773783,460,1.004400854301776,14.24430125363627,"(3, 6)",0.9640356021531191,True,True,True,COMPLETE
76,0.17230417404166765,2025-08-26 00:26:07.247682,2025-08-26 00:26:08.313676,0 days 00:00:01.065994,0.7349517108973617,1,"(1, 2, 3, 4, 5)",0.016627209694443267,9,0.20597746893050378,382,3.1598485144157573,66.87366123611004,"(3, 6)",0.9382623234437418,True,True,True,COMPLETE
77,0.1790489318582076,2025-08-26 00:26:08.314011,2025-08-26 00:26:09.353395,0 days 00:00:01.039384,0.7346307568420511,1,"(1, 2, 3, 4, 5)",0.011245968474244061,9,0.1203360910045352,378,3.5425511235091927,35.372817353647235,"(3, 6, 12)",0.937689840288912,True,False,False,COMPLETE
78,0.1788652010912839,2025-08-26 00:26:09.353744,2025-08-26 00:26:10.969116,0 days 00:00:01.615372,0.753640829543337,1,"(1, 2, 3, 4, 5)",0.016151020785983107,10,0.2107909603293028,484,0.538114319172963,21.26920361576461,"(3, 6)",0.948955053657548,True,True,True,COMPLETE
79,0.18171821671533345,2025-08-26 00:26:10.969470,2025-08-26 00:26:12.013528,0 days 00:00:01.044058,0.721610045250756,1,"(1, 2, 3, 4, 5)",0.010046811927444816,9,0.14706117644563432,392,5.859492046095335,68.41220804107274,"(3, 6)",0.9286222997501784,True,True,True,COMPLETE
80,0.18066775971279175,2025-08-26 00:26:12.013878,2025-08-26 00:26:13.252839,0 days 00:00:01.238961,0.7686518907539112,1,"(1, 2, 3, 4, 5)",0.012716468954265096,9,0.3627272651235876,420,0.374477188112625,9.28630290410884,"(3, 6)",0.9640451010890608,True,True,True,COMPLETE
81,0.16984526541241105,2025-08-26 00:26:13.253188,2025-08-26 00:26:14.534109,0 days 00:00:01.280921,0.7370568609209406,1,"(1, 2, 3, 4, 5)",0.015536097231787078,9,0.28634346742056416,439,0.8464020966602334,57.79585135877173,"(3, 6)",0.9795656117010765,True,True,True,COMPLETE
82,0.17310356063444743,2025-08-26 00:26:14.534459,2025-08-26 00:26:15.808039,0 days 00:00:01.273580,0.73679952156061,1,"(1, 2, 3, 4, 5)",0.015530028520052861,9,0.20909508573845526,437,1.0554189164002412,41.1841385841375,"(3, 6)",0.9829553077389396,True,True,True,COMPLETE
83,0.17059944724353132,2025-08-26 00:26:15.808371,2025-08-26 00:26:17.002132,0 days 00:00:01.193761,0.7263875584834958,1,"(1, 2, 3, 4, 5)",0.017121627344322755,9,0.42394976784701716,410,0.7839595986139261,52.33416140848967,"(3, 6)",0.9529856626464238,True,True,True,COMPLETE
84,0.17222832680653158,2025-08-26 00:26:17.002483,2025-08-26 00:26:18.268114,0 days 00:00:01.265631,0.7280824490825153,1,"(1, 2, 3, 4, 5)",0.020289850245756375,10,0.31918896325343626,378,0.8390321441034749,54.206535820519136,"(3, 6)",0.9500491256316832,True,True,True,COMPLETE
85,0.1832294514458658,2025-08-26 00:26:18.268461,2025-08-26 00:26:19.623189,0 days 00:00:01.354728,0.7271583342860136,1,"(1, 2, 3, 4, 5)",0.019950019505036044,10,0.42139112535845186,415,0.7022024319257983,16.31394183914155,"(3, 6)",0.9483879021391032,True,True,True,COMPLETE
86,0.1764523677248979,2025-08-26 00:26:19.623534,2025-08-26 00:26:20.836503,0 days 00:00:01.212969,0.7543981874649986,1,"(1, 2, 3, 4, 5)",0.02134080972721153,10,0.2910681410248348,367,0.8318065673491538,28.815172042663033,"(3, 6)",0.9165861280197845,True,True,True,COMPLETE
87,0.1745933874873649,2025-08-26 00:26:20.836879,2025-08-26 00:26:21.956400,0 days 00:00:01.119521,0.7747621452673508,1,"(1, 2, 3, 4, 5)",0.013983260908416086,10,0.5289476057855762,341,1.8356222900342536,52.480140521034045,"(3, 6)",0.9593607787065789,True,True,True,COMPLETE
